Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
Paralysis (brain hemorrhage),5,3,4,2
Jaundice,1,5,4,3
Malaria,3,5,7,3
Chicken pox,1,3,4,2
Dengue,3,3,3,5
Typhoid,3,5,4,7
hepatitis A,3,5,3,4
Hepatitis B,1,4,2,3
Hepatitis C,4,3,5,4
Hepatitis D,3,5,4,3
Hepatitis E,3,5,4,7
Alcoholic hepatitis,5,3,4,7
Tuberculosis,3,5,4,3
Common Cold,4,3,4,4
Pneumonia,3,4,4,7
Dimorphic hemmorhoids(piles),4,5,6,5
Heart attack,5,4,3,7
Varicose veins,4,4,4,4
Hypothyroidism,4,3,5,3
Hyperthyroidism,4,3,3,5
Hypoglycemia,5,4,4,3
Osteoarthristis,3,5,3,2
Arthritis,2,4,5,5
(vertigo) Paroymsal  Positional Vertigo,5,3,5,6
Acne,3,2,2,2
Urinary tract infection,6,4,0,6
Psoriasis,3,3,3,2
Impetigo,3,7,4,2
Fungal infection,1,3,4,0
Allergy,4,5,3,4
GERD,5,3,4,5
Chronic cholestasis,1,5,3,5
Drug Reaction,1,3,5,6
Peptic ulcer diseae,5,5,4,4
AIDS,3,6,7,5
Diabetes,4,3,5,2
Gastroenteritis,5,3,4,6
Bronchial Asthma,4,4,7,4
Hypertension,3,7,4,4
Migraine,3,5,3,5
Cervical spondylosis,3,7,5,4
